AccountId,recency,frequency,monetary_total,monetary_mean,monetary_std,frequency_recency_ratio,monetary_consistency,fraud_count,risk_score,default_proxy
AccountId_1026,84,1,1000,1000.0,,0.011764705882352941,,0,1.0,0
AccountId_1027,0,12,116000,9666.666666666666,1497.4726182552527,12.0,0.0006677918428300453,0,0.0,0
AccountId_1028,62,1,5000,5000.0,,0.015873015873015872,,0,1.0,0
AccountId_1029,1,13,14100,1084.6153846153845,788.2957924600742,6.5,0.0012685593508125809,0,0.0,0
AccountId_1031,24,3,7000,2333.3333333333335,577.3502691896258,0.12,0.0017320508045688772,0,0.0,0
AccountId_1032,17,1,50000,50000.0,,0.05555555555555555,,0,0.0,0
AccountId_1033,82,1,1000,1000.0,,0.012048192771084338,,0,1.0,0
AccountId_1034,9,22,23337,1060.7727272727273,627.0686095839443,2.2,0.0015947218264820676,0,1.0,0
AccountId_1036,55,1,100000,100000.0,,0.017857142857142856,,0,1.0,0
AccountId_1037,21,1,500,500.0,,0.045454545454545456,,0,0.0,0
AccountId_1039,49,3,11600,3866.6666666666665,1616.580753730952,0.06,0.0006185895737490888,0,1.0,0
AccountId_1040,64,1,5200,5200.0,,0.015384615384615385,,0,1.0,0
AccountId_1041,71,1,10000,10000.0,,0.013888888888888888,,0,1.0,0
AccountId_1042,5,3,26000,8666.666666666666,2309.4010767585028,0.5,0.0004330127017047194,0,0.0,0
AccountId_1043,67,4,35200,8800.0,2400.0,0.058823529411764705,0.00041666666649305557,0,1.0,0
AccountId_1044,0,5,8000,1600.0,1387.443692551161,5.0,0.0007207499696369666,0,0.0,0
AccountId_1045,6,25,219115,8764.6,12871.913701285188,3.5714285714285716,7.7688525819006e-05,0,1.0,0
AccountId_1047,49,1,500,500.0,,0.02,,0,1.0,0
AccountId_1049,32,4,11000,2750.0,1707.825127659933,0.12121212121212122,0.0005855400434262628,0,1.0,0
AccountId_105,39,1,1000,1000.0,,0.025,,0,1.0,0
AccountId_1051,4,2,4000,2000.0,0.0,0.4,1000000.0,0,0.0,0
AccountId_1053,86,1,500,500.0,,0.011494252873563218,,0,1.0,0
AccountId_1054,11,12,107000,8916.666666666666,2712.2058561364042,1.0,0.00036870357659938766,0,0.0,0
AccountId_1055,48,1,1000,1000.0,,0.02040816326530612,,0,1.0,0
AccountId_1056,4,14,33090,2363.5714285714284,1893.013906011165,2.8,0.0005282581370883198,0,0.0,0
AccountId_1057,4,10,66000,6600.0,2366.4319132398464,2.0,0.0004225771271856869,0,0.0,0
AccountId_1058,34,6,7000,1166.6666666666667,408.24829046386304,0.17142857142857143,0.002449489736783178,0,1.0,0
AccountId_106,6,13,304000,23384.615384615383,25659.755979414087,1.8571428571428572,3.897153194922403e-05,0,1.0,0
AccountId_1060,2,90,529227,5880.3,7830.544509386506,30.0,0.0001277050400101284,0,2.0,1
AccountId_1061,4,2,16000,8000.0,2828.42712474619,0.4,0.00035355339046827376,0,0.0,0
AccountId_1062,1,24,41760,1740.0,1513.5949145056584,12.0,0.0006606787521256453,0,1.0,0
AccountId_1063,35,2,7000,3500.0,2121.3203435596424,0.05555555555555555,0.0004714045205688095,0,1.0,0
AccountId_1064,23,1,3500,3500.0,,0.041666666666666664,,0,0.0,0
AccountId_1065,27,5,40000,8000.0,2738.6127875258308,0.17857142857142858,0.0003651483715367774,0,0.0,0
AccountId_1066,61,6,14390,2398.3333333333335,1313.0143436637188,0.0967741935483871,0.0007616063023714442,0,1.0,0
AccountId_1067,13,6,31000,5166.666666666667,7440.878084384038,0.42857142857142855,0.00013439274081969966,0,0.0,0
AccountId_1068,88,2,14020,7010.0,8499.423509862301,0.02247191011235955,0.00011765503845313691,0,1.0,0
AccountId_1069,83,9,8500,944.4444444444445,942.2196016735046,0.10714285714285714,0.0010613237053894297,0,1.0,0
AccountId_107,29,1,1000,1000.0,,0.03333333333333333,,0,0.0,0
AccountId_1070,19,3,26000,8666.666666666666,2309.4010767585028,0.15,0.0004330127017047194,0,0.0,0
AccountId_1071,0,18,61000,3388.8888888888887,7013.758654068183,18.0,0.00014257690479232475,0,1.0,0
AccountId_1072,83,1,10000,10000.0,,0.011904761904761904,,0,1.0,0
AccountId_1073,53,16,171400,10712.5,2488.07154237976,0.2962962962962963,0.0004019177031547954,0,2.0,1
AccountId_1074,83,20,200000,10000.0,0.0,0.23809523809523808,1000000.0,0,2.0,1
AccountId_1075,4,25,202500,8100.0,10187.819524641505,5.0,9.815643057703578e-05,0,1.0,0
AccountId_1077,63,1,5000,5000.0,,0.015625,,0,1.0,0
AccountId_1078,90,1,2000,2000.0,,0.01098901098901099,,0,1.0,0
AccountId_1080,11,22,136100,6186.363636363636,3838.8112562969104,1.8333333333333333,0.0002604973084048283,0,1.0,0
AccountId_1081,54,2,15000,7500.0,3535.5339059327375,0.03636363636363636,0.00028284271239461904,0,1.0,0
AccountId_1082,37,1,20000,20000.0,,0.02631578947368421,,0,1.0,0
AccountId_1083,3,25,163303,6532.12,9135.50257840257,6.25,0.00010946305266824155,0,1.0,0
AccountId_1084,53,1,500,500.0,,0.018518518518518517,,0,1.0,0
AccountId_1085,1,2,1450,725.0,318.1980515339464,1.0,0.0031426967953970012,0,0.0,0
AccountId_1086,56,1,1000,1000.0,,0.017543859649122806,,0,1.0,0
AccountId_1087,11,6,51000,8500.0,2345.207879911715,0.5,0.0004264014325294027,0,0.0,0
AccountId_1088,32,2,2000,1000.0,0.0,0.06060606060606061,1000000.0,0,1.0,0
AccountId_1089,57,1,500,500.0,,0.017241379310344827,,0,1.0,0
AccountId_109,77,5,5000,1000.0,0.0,0.0641025641025641,1000000.0,0,1.0,0
AccountId_1090,28,1,500,500.0,,0.034482758620689655,,0,0.0,0
AccountId_1092,74,5,11000,2200.0,1643.1676725154985,0.06666666666666667,0.0006085806190798142,0,1.0,0
AccountId_1093,13,3,3500,1166.6666666666667,577.3502691896257,0.21428571428571427,0.0017320508045688776,0,0.0,0
AccountId_1094,14,17,500600,29447.058823529413,52262.774965158744,1.1333333333333333,1.913407775701771e-05,0,2.0,1
AccountId_1095,26,6,62000,10333.333333333334,19549.083524980568,0.2222222222222222,5.1153293128601575e-05,0,0.0,0
AccountId_1096,22,11,19700,1790.909090909091,2894.6345349472167,0.4782608695652174,0.00034546675498458673,0,0.0,0
AccountId_1097,30,7,25000,3571.4285714285716,3359.421718944242,0.22580645161290322,0.000297670278805186,0,0.0,0
AccountId_1098,10,7,21500,3071.4285714285716,2523.6972122359725,0.6363636363636364,0.00039624404811929286,0,0.0,0
AccountId_1099,0,9,81000,9000.0,2291.28784747792,9.0,0.0004364357802815086,0,0.0,0
AccountId_11,52,1,500,500.0,,0.018867924528301886,,0,1.0,0
AccountId_110,21,1,1000,1000.0,,0.045454545454545456,,0,0.0,0
AccountId_1100,76,1,1000,1000.0,,0.012987012987012988,,0,1.0,0
AccountId_1103,41,1,500,500.0,,0.023809523809523808,,0,1.0,0
AccountId_1104,45,1,14000,14000.0,,0.021739130434782608,,0,1.0,0
AccountId_1105,18,24,67500,2812.5,2884.789571106568,1.263157894736842,0.0003466457344650505,0,1.0,0
AccountId_1108,11,2,16000,8000.0,2828.42712474619,0.16666666666666666,0.00035355339046827376,0,0.0,0
AccountId_111,44,1,1000,1000.0,,0.022222222222222223,,0,1.0,0
AccountId_1110,18,5,46120,9224.0,2050.641363086193,0.2631578947368421,0.00048765231088841325,0,0.0,0
AccountId_1111,20,11,425224,38656.72727272727,29191.296117476213,0.5238095238095238,3.425678654148777e-05,0,1.0,0
AccountId_1115,4,51,282788,5544.862745098039,3615.6185917190305,10.2,0.0002765778453550811,0,2.0,1
AccountId_1117,71,1,10000,10000.0,,0.013888888888888888,,0,1.0,0
AccountId_1118,81,5,17000,3400.0,4277.849927241487,0.06097560975609756,0.0002337622910514474,0,1.0,0
AccountId_1119,75,6,15050,2508.3333333333335,3670.2066245194787,0.07894736842105263,0.00027246422396135823,0,1.0,0
AccountId_1120,10,41,130629,3186.0731707317073,2952.3076939086477,3.727272727272727,0.00033871808203614183,0,1.0,0
AccountId_1121,5,2,16000,8000.0,2828.42712474619,0.3333333333333333,0.00035355339046827376,0,0.0,0
AccountId_1122,18,4,26000,6500.0,4527.6925690687085,0.21052631578947367,0.00022086305210091258,0,0.0,0
AccountId_1123,4,22,151000,6863.636363636364,3742.2358295982635,4.4,0.0002672199308829054,0,1.0,0
AccountId_1124,59,11,25000,2272.7272727272725,3109.370003422207,0.18333333333333332,0.00032160855690309626,0,1.0,0
AccountId_1125,59,8,30000,3750.0,3229.3298729878043,0.13333333333333333,0.0003096617685467758,0,1.0,0
AccountId_1126,43,5,11055,2211.0,1317.7082378129082,0.11363636363636363,0.0007588933350685246,0,1.0,0
AccountId_1127,11,5,4000,800.0,447.21359549995793,0.4166666666666667,0.00223606797249979,0,0.0,0
AccountId_1128,12,17,126000,7411.764705882353,3369.1397924657963,1.3076923076923077,0.0002968116674586872,0,1.0,0
AccountId_1129,32,3,31000,10333.333333333334,577.3502691896255,0.09090909090909091,0.0017320508045688783,0,1.0,0
AccountId_113,36,3,4500,1500.0,866.0254037844386,0.08108108108108109,0.0011547005370459182,0,1.0,0
AccountId_1130,66,8,6500,812.5,530.3300858899107,0.11940298507462686,0.001885618079608571,0,1.0,0
AccountId_1131,32,3,26000,8666.666666666666,2309.4010767585028,0.09090909090909091,0.0004330127017047194,0,1.0,0
AccountId_1132,50,6,90000,15000.0,7745.966692414834,0.11764705882352941,0.00012909944485691387,0,1.0,0
AccountId_1133,59,3,30000,10000.0,8660.254037844386,0.05,0.00011547005382459181,0,1.0,0
AccountId_1135,81,2,3500,1750.0,1767.7669529663688,0.024390243902439025,0.000565685424629238,0,1.0,0
AccountId_1137,1,18,95000,5277.777777777777,11338.666565214986,9.0,8.819379193843027e-05,0,1.0,0
AccountId_1138,81,3,11000,3666.6666666666665,2309.401076758503,0.036585365853658534,0.0004330127017047193,0,1.0,0
AccountId_1139,77,1,50000,50000.0,,0.01282051282051282,,0,1.0,0
AccountId_114,0,11,106000,9636.363636363636,1566.6989036012803,11.0,0.0006382847380968181,0,0.0,0
AccountId_1141,2,2,4500,2250.0,2474.8737341529163,0.6666666666666666,0.000404061017657619,0,0.0,0
AccountId_1142,74,6,40000,6666.666666666667,2581.9888974716114,0.08,0.0003872983344707417,0,1.0,0
AccountId_1144,5,3,26000,8666.666666666666,2309.4010767585028,0.5,0.0004330127017047194,0,0.0,0
AccountId_1145,52,1,5000,5000.0,,0.018867924528301886,,0,1.0,0
AccountId_1146,26,43,312110,7258.372093023256,21306.98107487114,1.5925925925925926,4.693297452319227e-05,0,2.0,1
AccountId_1147,1,5,111000,22200.0,43510.91817004095,2.5,2.2982737253877537e-05,0,0.0,0
AccountId_1148,5,73,230200,3153.4246575342468,4675.321800920376,12.166666666666666,0.0002138890203427821,0,1.0,0
AccountId_1149,46,1,5000,5000.0,,0.02127659574468085,,0,1.0,0
AccountId_115,42,3,23700,7900.0,10479.980916013159,0.06976744186046512,9.542002107814948e-05,0,1.0,0
AccountId_1150,6,1,1000,1000.0,,0.14285714285714285,,0,0.0,0
AccountId_1151,12,16,101000,6312.5,4007.638539921816,1.2307692307692308,0.0002495235011314132,0,1.0,0
AccountId_1152,5,11,80944,7358.545454545455,3303.1676119638973,1.8333333333333333,0.00030273970841664637,0,0.0,0
AccountId_1153,58,55,223080,4056.0,4811.617345704194,0.9322033898305084,0.00020783032563571755,0,2.0,1
AccountId_1154,24,2,5000,2500.0,2121.3203435596424,0.08,0.0004714045205688095,0,0.0,0
AccountId_1155,0,23,135400,5886.95652173913,4158.267159617211,23.0,0.00024048478882524952,0,1.0,0
AccountId_1156,46,3,30000,10000.0,0.0,0.06382978723404255,1000000.0,0,1.0,0
AccountId_1157,76,6,5400,900.0,346.41016151377545,0.07792207792207792,0.002886751337614796,0,1.0,0
AccountId_1158,4,48,152130,3169.375,2956.175941450121,9.6,0.00033827485896228005,0,1.0,0
AccountId_1159,32,4,27000,6750.0,4444.097208657794,0.12121212121212122,0.00022501758013457188,0,1.0,0
AccountId_1160,20,10,30000,3000.0,3177.3503986113265,0.47619047619047616,0.00031472764229035816,0,0.0,0
AccountId_1161,47,2,15000,7500.0,3535.5339059327375,0.041666666666666664,0.00028284271239461904,0,1.0,0
AccountId_1163,12,14,119100,8507.142857142857,2300.6568579477425,1.0769230769230769,0.0004346584742139133,0,0.0,0
AccountId_1164,86,1,1000,1000.0,,0.011494252873563218,,0,1.0,0
AccountId_1166,17,12,280974,23414.5,56314.88544781033,0.6666666666666666,1.7757294399701655e-05,0,1.0,0
AccountId_1167,5,3,16000,5333.333333333333,4041.4518843273804,0.5,0.0002474358295914723,0,0.0,0
AccountId_1168,71,1,1000,1000.0,,0.013888888888888888,,0,1.0,0
AccountId_1169,32,1,500,500.0,,0.030303030303030304,,0,1.0,0
AccountId_1171,37,3,13000,4333.333333333333,5773.502691896258,0.07894736842105263,0.00017320508072688772,0,1.0,0
AccountId_1172,82,19,28600,1505.2631578947369,1336.0279788364908,0.2289156626506024,0.0007484873184485137,0,2.0,1
AccountId_1174,62,1,3000,3000.0,,0.015873015873015872,,0,1.0,0
AccountId_1175,44,13,621475,47805.769230769234,78662.1627554123,0.28888888888888886,1.2712592242049474e-05,0,2.0,1
AccountId_1176,4,65,150175,2310.3846153846152,6291.89708993914,13.0,0.00015893457657470018,0,1.0,0
AccountId_1178,2,7,60212748,8601821.142857144,3309916.123615392,2.3333333333333335,3.021224594982808e-07,6,3.0,1
AccountId_118,67,1,500,500.0,,0.014705882352941176,,0,1.0,0
AccountId_1180,18,19,116000,6105.263157894737,2558.2054874050823,1.0,0.00039089901281677406,0,1.0,0
AccountId_1181,11,11,86000,7818.181818181818,3219.260219931959,0.9166666666666666,0.00031063037200220654,0,0.0,0
AccountId_1182,74,3,25000,8333.333333333334,2886.7513459481293,0.04,0.0003464101613937754,0,1.0,0
AccountId_1183,45,23,101400,4408.695652173913,3535.394158747721,0.5,0.00028285389261132856,0,2.0,1
AccountId_1184,11,3,16000,5333.333333333333,4310.839052125854,0.25,0.00023197340185430603,0,0.0,0
AccountId_1185,11,3,26000,8666.666666666666,2309.4010767585028,0.25,0.0004330127017047194,0,0.0,0
AccountId_1187,13,38,250900,6602.631578947368,16457.504438616565,2.7142857142857144,6.0762553865262605e-05,0,1.0,0
AccountId_1188,4,32,400700,12521.875,4388.308100381168,6.4,0.0002278782566988088,0,2.0,1
AccountId_1189,52,30,107600,3586.6666666666665,2941.350069251373,0.5660377358490566,0.00033997993306336986,0,2.0,1
AccountId_1192,5,10,76000,7600.0,3397.711648219202,1.6666666666666667,0.0002943157346003158,0,0.0,0
AccountId_1196,2,16,33500,2093.75,1863.8557705287535,5.333333333333333,0.0005365222005240189,0,1.0,0
AccountId_1199,4,18,151000,8388.888888888889,2354.941959791563,3.6,0.0004246389153743184,0,1.0,0
AccountId_12,0,34,269289,7920.264705882353,31661.66073604117,34.0,3.1583940220485465e-05,0,1.0,0
AccountId_120,3,20,73000,3650.0,1631.1119875071345,5.0,0.0006130786892905153,0,1.0,0
AccountId_1202,4,3,26000,8666.666666666666,2309.4010767585028,0.6,0.0004330127017047194,0,0.0,0
AccountId_1203,67,1,5000,5000.0,,0.014705882352941176,,0,1.0,0
AccountId_1205,65,12,36760,3063.3333333333335,3066.7938050061734,0.18181818181818182,0.00032607343801254146,0,1.0,0
AccountId_1206,54,9,61000,6777.777777777777,5309.844107357997,0.16363636363636364,0.00018832944613683534,0,1.0,0
AccountId_1207,22,1,1000,1000.0,,0.043478260869565216,,0,0.0,0
AccountId_1208,20,3,1000500,333500.0,288386.4594602181,0.14285714285714285,3.4675691843100523e-06,2,3.0,1
AccountId_1209,28,9,24100,2677.777777777778,3071.554076431741,0.3103448275862069,0.0003255680918488478,0,0.0,0
AccountId_121,85,4,80510,20127.5,445.5240360145191,0.046511627906976744,0.0022445478064462127,0,1.0,0
AccountId_1210,34,1,5000,5000.0,,0.02857142857142857,,0,1.0,0
AccountId_1211,53,6,35500,5916.666666666667,3666.2878592203674,0.1111111111111111,0.0002727554513245159,0,1.0,0
AccountId_1212,39,1,10000,10000.0,,0.025,,0,1.0,0
AccountId_1213,11,9,76000,8444.444444444445,2351.1226632776475,0.75,0.000425328722824097,0,0.0,0
AccountId_1214,67,3,30000,10000.0,0.0,0.04411764705882353,1000000.0,0,1.0,0
AccountId_1216,37,61,277268,4545.377049180328,11072.525954156283,1.605263157894737,9.031362889100453e-05,0,3.0,1
AccountId_1217,86,2,5500,2750.0,3181.9805153394636,0.022988505747126436,0.00031426968042858907,0,1.0,0
AccountId_1218,68,8,100000,12500.0,4629.100498862757,0.11594202898550725,0.000216024689900262,0,1.0,0
AccountId_1219,0,12,126000,10500.0,1445.9976109624424,12.0,0.0006915640743298636,0,0.0,0
AccountId_122,4,31,79500,2564.516129032258,4071.572045872599,6.2,0.0002456053800566065,0,1.0,0
AccountId_1220,41,4,6000,1500.0,663.32495807108,0.09523809523809523,0.0015075567206160908,0,1.0,0
AccountId_1221,25,11,31000,2818.181818181818,3060.005941764879,0.4230769230769231,0.0003267967509554725,0,0.0,0
AccountId_1223,35,5,9000,1800.0,0.0,0.1388888888888889,1000000.0,0,1.0,0
AccountId_1224,0,37,250000,6756.756756756757,11211.837507754932,37.0,8.919144602471584e-05,0,1.0,0
AccountId_1227,85,9,19300,2144.4444444444443,1600.8678202080825,0.10465116279069768,0.0006246611911065572,0,1.0,0
AccountId_1228,30,20,137000,6850.0,17699.316073613812,0.6451612903225806,5.6499358268102985e-05,0,1.0,0
AccountId_1230,19,6,46000,7666.666666666667,3829.708431025352,0.3,0.00026111648386536497,0,0.0,0
AccountId_1232,0,7,76000,10857.142857142857,1864.454471471609,7.0,0.0005363499161630655,0,0.0,0
AccountId_1233,4,72,436460,6061.944444444444,4183.958850041661,14.4,0.00023900808674326098,0,2.0,1
AccountId_1234,75,2,2000,1000.0,0.0,0.02631578947368421,1000000.0,0,1.0,0
AccountId_1235,76,1,50000,50000.0,,0.012987012987012988,,0,1.0,0
AccountId_1237,33,2,1000,500.0,0.0,0.058823529411764705,1000000.0,0,1.0,0
AccountId_1239,58,1,600,600.0,,0.01694915254237288,,0,1.0,0
AccountId_124,11,19,151000,7947.368421052632,2895.853054331435,1.5833333333333333,0.0003453213892047946,0,1.0,0
AccountId_1240,12,46,4233000,92021.73913043478,411593.83912517095,3.5384615384615383,2.4295796120832063e-06,1,4.0,1
AccountId_1242,47,17,67950,3997.0588235294117,5358.4183355560735,0.3541666666666667,0.00018662223387409376,0,2.0,1
AccountId_1243,76,1,1800,1800.0,,0.012987012987012988,,0,1.0,0
AccountId_1246,87,9,20500,2277.777777777778,1641.4763002993507,0.10227272727272728,0.0006092076987090374,0,1.0,0
AccountId_1247,83,3,2000,666.6666666666666,288.6751345948129,0.03571428571428571,0.0034641016031377544,0,1.0,0
AccountId_1248,21,1,500,500.0,,0.045454545454545456,,0,0.0,0
AccountId_1249,46,3,25000,8333.333333333334,2886.7513459481293,0.06382978723404255,0.0003464101613937754,0,1.0,0
AccountId_125,54,2,15000,7500.0,3535.5339059327375,0.03636363636363636,0.00028284271239461904,0,1.0,0
AccountId_1250,2,1,20000,20000.0,,0.3333333333333333,,0,0.0,0
AccountId_1251,12,13,101000,7769.2307692307695,3113.247129976625,1.0,0.00032120803711663596,0,0.0,0
AccountId_1252,38,4,2000,500.0,0.0,0.10256410256410256,1000000.0,0,1.0,0
AccountId_1253,11,3,16000,5333.333333333333,4509.249752822894,0.25,0.0002217663812371915,0,0.0,0
AccountId_1255,1,1,500,500.0,,0.5,,0,0.0,0
AccountId_1256,0,7,96000,13714.285714285714,7846.746368491119,7.0,0.0001274413563165611,0,0.0,0
AccountId_1257,89,1,5000,5000.0,,0.011111111111111112,,0,1.0,0
AccountId_1258,25,3,26000,8666.666666666666,2309.4010767585028,0.11538461538461539,0.0004330127017047194,0,0.0,0
AccountId_1259,25,1,1000,1000.0,,0.038461538461538464,,0,0.0,0
AccountId_126,60,83,267970,3228.5542168674697,8979.947326225292,1.360655737704918,0.00011135922779504646,0,2.0,1
AccountId_1260,4,84,431170,5132.976190476191,5633.453653995517,16.8,0.00017751100146412685,0,2.0,1
AccountId_1261,4,3,26000,8666.666666666666,2309.4010767585028,0.6,0.0004330127017047194,0,0.0,0
AccountId_1262,53,11,101450,9222.727272727272,1729.358788158726,0.2037037037037037,0.0005782490055094154,0,1.0,0
AccountId_1263,54,11,111400,10127.272727272728,283.1639422345616,0.2,0.0035315230766215185,0,1.0,0
AccountId_1264,23,9,7000,777.7777777777778,263.5231383473649,0.375,0.003794733177802056,0,0.0,0
AccountId_1265,3,1,500,500.0,,0.25,,0,0.0,0
AccountId_1267,47,1,500,500.0,,0.020833333333333332,,0,1.0,0
AccountId_127,1,9,91000,10111.111111111111,333.3333333333333,4.5,0.002999999991,0,0.0,0
AccountId_1270,4,51,399400,7831.3725490196075,3097.1916438011017,10.2,0.00032287314273192773,0,2.0,1
AccountId_1272,53,13,116430,8956.153846153846,2109.184433462132,0.24074074074074073,0.00047411690682944586,0,1.0,0
AccountId_1273,32,3,31000,10333.333333333334,577.3502691896255,0.09090909090909091,0.0017320508045688783,0,1.0,0
AccountId_1274,7,20,83100,4155.0,5144.079376485062,2.5,0.00019439824439274097,0,1.0,0
AccountId_1275,14,1,10000,10000.0,,0.06666666666666667,,0,0.0,0
AccountId_1276,58,1,500,500.0,,0.01694915254237288,,0,1.0,0
AccountId_1277,25,8,18600,2325.0,1231.4335432448522,0.3076923076923077,0.0008120616858892101,0,0.0,0
AccountId_1278,41,4,4500,1125.0,629.1528696058958,0.09523809523809523,0.0015894388259517368,0,1.0,0
AccountId_1279,53,3,30000,10000.0,0.0,0.05555555555555555,1000000.0,0,1.0,0
AccountId_128,90,2,2500,1250.0,353.5533905932738,0.02197802197802198,0.00282842711674619,0,1.0,0
AccountId_1280,43,5,30000,6000.0,5196.152422706632,0.11363636363636363,0.0001924500896928382,0,1.0,0
AccountId_1281,46,3,25000,8333.333333333334,2886.7513459481293,0.06382978723404255,0.0003464101613937754,0,1.0,0
AccountId_1283,4,3,26000,8666.666666666666,2309.4010767585028,0.6,0.0004330127017047194,0,0.0,0
AccountId_1284,39,1,500,500.0,,0.025,,0,1.0,0
AccountId_1285,10,13,17700,1361.5384615384614,547.0198983864931,1.1818181818181819,0.0018280870606746556,0,0.0,0
AccountId_1287,25,1,500,500.0,,0.038461538461538464,,0,0.0,0
AccountId_1289,1,2,20000,10000.0,0.0,1.0,1000000.0,0,0.0,0
AccountId_1290,45,1,5000,5000.0,,0.021739130434782608,,0,1.0,0
AccountId_1291,24,4,1661500,415375.0,829750.0,0.16,1.2051822838189753e-06,1,3.0,1
AccountId_1293,11,6,51000,8500.0,2345.207879911715,0.5,0.0004264014325294027,0,0.0,0
AccountId_1294,3,64,1218900,19045.3125,23546.656957390947,16.0,4.246887368203009e-05,0,2.0,1
AccountId_1295,51,3,6000,2000.0,0.0,0.057692307692307696,1000000.0,0,1.0,0
AccountId_1296,6,34,116970,3440.294117647059,4303.901320609024,4.857142857142857,0.00023234733449375357,0,1.0,0
AccountId_1297,69,3,165000,55000.0,91810.94705970524,0.04285714285714286,1.089194733323905e-05,0,1.0,0
AccountId_1298,66,1,1000,1000.0,,0.014925373134328358,,0,1.0,0
AccountId_1299,0,14,67454,4818.142857142857,3827.0585985170796,14.0,0.00026129727935866615,0,0.0,0
AccountId_13,33,3,9000,3000.0,0.0,0.08823529411764706,1000000.0,0,1.0,0
AccountId_130,82,1,1000,1000.0,,0.012048192771084338,,0,1.0,0
AccountId_1301,10,309,1735235,5615.647249190939,9407.208753278535,28.09090909090909,0.00010630145733134553,0,2.0,1
AccountId_1302,85,1,1000,1000.0,,0.011627906976744186,,0,1.0,0
AccountId_1304,33,1,50000,50000.0,,0.029411764705882353,,0,1.0,0
AccountId_1307,29,1,500,500.0,,0.03333333333333333,,0,0.0,0
AccountId_1308,61,8,238635,29829.375,40304.56429642926,0.12903225806451613,2.481108572767236e-05,0,1.0,0
AccountId_1309,72,2,10000,5000.0,0.0,0.0273972602739726,1000000.0,0,1.0,0
AccountId_131,5,18,228000,12666.666666666666,22083.398076116715,3.0,4.5282886107832344e-05,0,1.0,0
AccountId_1310,34,5,21250,4250.0,3464.1016151377544,0.14285714285714285,0.0002886751345114796,0,1.0,0
AccountId_1312,81,1,20000,20000.0,,0.012195121951219513,,0,1.0,0
AccountId_1314,4,24,200000,8333.333333333334,3235.894697414244,4.8,0.00030903354194129117,0,1.0,0
AccountId_1316,54,2,15000,7500.0,3535.5339059327375,0.03636363636363636,0.00028284271239461904,0,1.0,0
AccountId_1317,11,7,754000,107714.28571428571,176862.2008662057,0.5833333333333334,5.654119394063375e-06,1,3.0,1
AccountId_1318,0,7,76000,10857.142857142857,1864.454471471609,7.0,0.0005363499161630655,0,0.0,0
AccountId_1320,7,10,115780,11578.0,12919.23441144164,1.25,7.740396745467887e-05,0,0.0,0
AccountId_1321,11,10,72000,7200.0,3994.4405810520648,0.8333333333333334,0.00025034794721774775,0,0.0,0
